team_1,team_2,venue,pitch_type,weather,toss_winner,toss_decision_bat,team1_avg_runs_last5,team2_avg_runs_last5,team1_avg_wickets_taken_last5,team2_avg_wickets_taken_last5,team1_win_percentage_last10,team2_win_percentage_last10,team1_key_player_form,team2_key_player_form,Format,team1_win
Afghanistan,England,Melbourne,Bowling,Clear,2,1,162.0,167.0,6,9,40,87,75.0,47.0,ODI,0
India,West Indies,Johannesburg,Balanced,Clear,2,1,155.0,160.0,6,8,52,32,40.0,48.0,ODI,1
England,South Africa,Chennai,Balanced,Rainy,2,0,181.0,185.0,8,8,35,65,30.0,82.0,T20,0
India,New Zealand,Melbourne,Batting,Cloudy,2,0,149.0,198.0,7,8,40,43,90.0,77.0,T20,0
Australia,Sri Lanka,Delhi,Balanced,Humid,2,1,147.0,178.0,8,7,59,60,30.0,33.0,ODI,0
Bangladesh,Afghanistan,Melbourne,Batting,Rainy,1,1,143.0,198.0,4,7,37,32,20.0,80.0,T20,0
India,Sri Lanka,Melbourne,Bowling,Humid,1,0,164.0,186.0,7,5,57,41,41.0,83.0,T20,0
Pakistan,India,Bengaluru,Batting,Rainy,1,0,141.0,178.0,5,4,57,68,37.0,30.0,ODI,0
India,Australia,Kolkata,Batting,Rainy,2,0,143.0,182.0,6,9,34,76,58.0,95.0,ODI,0
West Indies,New Zealand,Kolkata,Balanced,Humid,2,1,173.0,176.0,4,5,51,34,56.0,27.0,T20,1
Afghanistan,Bangladesh,London,Bowling,Clear,1,1,169.0,178.0,5,6,40,63,63.0,65.0,T20,0
Afghanistan,Bangladesh,Kolkata,Bowling,Rainy,2,0,197.0,192.0,5,7,84,33,77.0,65.0,T20,1
India,Bangladesh,Delhi,Batting,Cloudy,1,0,168.0,146.0,6,8,44,32,88.0,22.0,ODI,1
South Africa,England,Bengaluru,Batting,Rainy,1,1,167.0,163.0,5,8,39,57,49.0,59.0,ODI,0
New Zealand,Pakistan,Kolkata,Bowling,Clear,1,1,188.0,187.0,6,9,70,48,22.0,45.0,T20,1
New Zealand,Afghanistan,Chennai,Balanced,Clear,2,1,171.0,143.0,9,6,53,84,42.0,89.0,ODI,0
Pakistan,Bangladesh,London,Balanced,Rainy,1,1,146.0,169.0,6,8,55,44,60.0,55.0,ODI,0
South Africa,Sri Lanka,Melbourne,Balanced,Humid,1,1,149.0,183.0,7,4,49,41,20.0,81.0,ODI,0
South Africa,Sri Lanka,Dubai,Batting,Cloudy,2,1,140.0,181.0,5,4,45,79,86.0,29.0,ODI,0
Australia,Sri Lanka,Delhi,Batting,Cloudy,1,1,150.0,192.0,7,4,43,44,76.0,92.0,T20,0
England,Afghanistan,Melbourne,Balanced,Cloudy,1,1,153.0,158.0,4,7,74,88,45.0,72.0,ODI,0
Bangladesh,Australia,Bengaluru,Bowling,Cloudy,1,1,164.0,184.0,6,5,75,38,99.0,52.0,T20,1
South Africa,Bangladesh,Chennai,Bowling,Cloudy,2,0,154.0,162.0,8,5,63,45,51.0,48.0,ODI,1
India,South Africa,Chennai,Bowling,Clear,2,0,193.0,164.0,4,8,76,62,88.0,21.0,T20,1
Afghanistan,Bangladesh,Mumbai,Balanced,Humid,2,0,162.0,169.0,5,5,52,77,46.0,25.0,ODI,1
Pakistan,West Indies,Dubai,Bowling,Rainy,2,1,173.0,150.0,7,7,49,72,91.0,60.0,ODI,1
New Zealand,Bangladesh,Sydney,Batting,Rainy,2,1,192.0,179.0,6,4,32,48,74.0,54.0,T20,1
Bangladesh,India,Sydney,Balanced,Rainy,1,1,142.0,160.0,8,9,62,59,49.0,68.0,ODI,0
Australia,England,Bengaluru,Bowling,Cloudy,2,0,191.0,192.0,6,6,51,60,99.0,86.0,T20,0
New Zealand,Afghanistan,Sydney,Batting,Humid,2,1,174.0,169.0,5,5,63,79,96.0,95.0,ODI,1
India,Australia,Mumbai,Balanced,Cloudy,2,0,143.0,197.0,8,6,62,77,94.0,26.0,ODI,0
West Indies,Sri Lanka,Delhi,Balanced,Humid,1,0,190.0,158.0,4,4,57,67,51.0,82.0,T20,1
Bangladesh,India,Sydney,Balanced,Clear,2,1,141.0,184.0,8,4,53,62,88.0,63.0,ODI,0
South Africa,Bangladesh,Kolkata,Bowling,Humid,1,1,164.0,193.0,5,4,39,35,31.0,27.0,T20,0
Pakistan,West Indies,Melbourne,Batting,Humid,1,1,179.0,141.0,5,8,75,85,45.0,30.0,ODI,1
Bangladesh,England,London,Batting,Clear,2,1,193.0,196.0,6,5,71,67,48.0,86.0,T20,0
New Zealand,South Africa,Mumbai,Batting,Humid,2,0,168.0,173.0,8,4,38,82,55.0,26.0,T20,0
New Zealand,West Indies,Mumbai,Batting,Clear,1,0,140.0,162.0,8,9,75,84,99.0,65.0,ODI,0
England,South Africa,Dubai,Batting,Rainy,2,1,183.0,190.0,8,9,49,60,83.0,43.0,T20,0
Australia,Bangladesh,London,Batting,Cloudy,2,0,141.0,163.0,5,7,87,60,44.0,72.0,ODI,0
West Indies,Bangladesh,Kolkata,Bowling,Rainy,1,0,154.0,153.0,7,6,38,71,86.0,38.0,ODI,0
West Indies,England,Mumbai,Balanced,Rainy,2,1,194.0,195.0,7,7,82,47,60.0,61.0,T20,1
Australia,South Africa,Delhi,Bowling,Clear,1,0,154.0,161.0,9,8,31,83,98.0,36.0,ODI,0
Pakistan,South Africa,Johannesburg,Bowling,Clear,1,0,193.0,184.0,6,9,39,60,46.0,98.0,T20,0
South Africa,Sri Lanka,Chennai,Balanced,Rainy,1,0,170.0,180.0,8,6,32,56,84.0,50.0,ODI,0
Australia,India,Dubai,Balanced,Clear,1,0,145.0,142.0,5,5,86,45,69.0,20.0,ODI,1
New Zealand,Afghanistan,Sydney,Balanced,Cloudy,1,1,151.0,160.0,6,4,43,49,45.0,85.0,ODI,0
Afghanistan,India,Sydney,Batting,Rainy,2,0,160.0,168.0,5,5,36,34,61.0,22.0,ODI,0
Afghanistan,India,Kolkata,Batting,Humid,1,0,183.0,197.0,8,8,62,49,70.0,34.0,T20,1
South Africa,Bangladesh,Sydney,Batting,Clear,2,0,198.0,196.0,4,7,41,83,20.0,81.0,T20,0
India,Australia,Mumbai,Bowling,Rainy,2,0,169.0,152.0,8,5,61,34,39.0,48.0,ODI,1
Sri Lanka,West Indies,Mumbai,Balanced,Cloudy,2,0,150.0,150.0,4,5,49,88,28.0,22.0,ODI,0
Pakistan,England,London,Batting,Clear,2,1,166.0,145.0,5,6,70,44,96.0,82.0,ODI,1
New Zealand,Pakistan,Dubai,Batting,Rainy,2,0,169.0,186.0,6,6,50,34,62.0,33.0,T20,1
Sri Lanka,New Zealand,Mumbai,Batting,Clear,2,0,188.0,164.0,7,6,85,88,99.0,40.0,T20,1
Pakistan,India,Mumbai,Bowling,Cloudy,1,1,146.0,158.0,7,6,80,88,45.0,57.0,ODI,0
Bangladesh,Sri Lanka,Bengaluru,Bowling,Rainy,2,0,179.0,185.0,6,4,58,87,86.0,61.0,T20,0
Australia,Bangladesh,Dubai,Batting,Clear,2,1,181.0,191.0,5,4,51,59,59.0,22.0,T20,0
Sri Lanka,Pakistan,Kolkata,Bowling,Cloudy,2,1,156.0,187.0,7,7,49,57,94.0,71.0,T20,0
England,South Africa,Kolkata,Balanced,Cloudy,1,0,174.0,196.0,6,7,54,76,24.0,53.0,T20,0
England,Bangladesh,Chennai,Batting,Clear,1,0,146.0,140.0,9,5,75,84,62.0,46.0,ODI,1
West Indies,India,Mumbai,Bowling,Cloudy,1,0,192.0,148.0,8,4,51,78,62.0,29.0,ODI,1
Pakistan,West Indies,Sydney,Balanced,Humid,1,0,189.0,198.0,8,4,68,80,48.0,53.0,T20,0
India,Afghanistan,Kolkata,Batting,Rainy,2,1,179.0,162.0,8,8,49,58,20.0,23.0,T20,1
India,England,Johannesburg,Balanced,Clear,1,1,187.0,157.0,6,7,64,48,24.0,92.0,T20,1
Sri Lanka,England,Melbourne,Balanced,Cloudy,1,0,161.0,183.0,5,5,66,75,43.0,46.0,T20,0
India,Afghanistan,Chennai,Batting,Clear,2,1,179.0,177.0,5,9,74,87,76.0,82.0,T20,0
West Indies,Afghanistan,Bengaluru,Bowling,Clear,1,1,195.0,142.0,5,4,60,47,73.0,43.0,ODI,1
England,New Zealand,Kolkata,Bowling,Rainy,2,1,142.0,169.0,5,6,73,51,80.0,71.0,ODI,1
Australia,India,Melbourne,Balanced,Humid,2,1,165.0,146.0,8,6,89,66,43.0,70.0,ODI,1
Sri Lanka,Australia,Kolkata,Balanced,Humid,2,0,189.0,155.0,8,8,44,81,68.0,55.0,T20,1
Australia,West Indies,Sydney,Batting,Humid,2,0,145.0,186.0,4,5,88,43,52.0,48.0,ODI,0
Afghanistan,India,London,Balanced,Rainy,1,0,172.0,158.0,5,8,70,75,90.0,42.0,ODI,1
Australia,Afghanistan,Mumbai,Batting,Clear,1,0,177.0,162.0,5,9,53,53,84.0,44.0,ODI,1
West Indies,England,Johannesburg,Bowling,Cloudy,2,1,166.0,162.0,6,7,82,64,87.0,47.0,ODI,1
Bangladesh,India,Bengaluru,Balanced,Cloudy,1,1,177.0,151.0,9,4,64,40,68.0,64.0,ODI,1
India,England,Delhi,Batting,Clear,2,1,145.0,169.0,5,6,65,86,67.0,89.0,ODI,0
New Zealand,Sri Lanka,Sydney,Batting,Cloudy,2,0,164.0,182.0,9,4,31,30,28.0,22.0,T20,0
Australia,England,Johannesburg,Batting,Clear,2,0,158.0,192.0,7,8,77,51,58.0,31.0,T20,0
Pakistan,New Zealand,Chennai,Bowling,Rainy,1,0,143.0,196.0,5,8,62,54,58.0,28.0,ODI,0
India,Sri Lanka,Kolkata,Batting,Clear,2,0,162.0,188.0,9,8,83,42,39.0,39.0,T20,1
India,Afghanistan,Delhi,Bowling,Clear,2,0,186.0,193.0,4,5,84,51,23.0,90.0,T20,0
Bangladesh,Afghanistan,Kolkata,Balanced,Rainy,1,1,149.0,191.0,7,5,38,88,97.0,71.0,ODI,0
Sri Lanka,Pakistan,Kolkata,Bowling,Clear,2,0,176.0,195.0,5,6,33,69,93.0,59.0,T20,0
England,Sri Lanka,Melbourne,Bowling,Rainy,2,1,147.0,153.0,8,4,73,75,43.0,47.0,ODI,0
Pakistan,India,Johannesburg,Bowling,Rainy,2,0,179.0,143.0,9,9,89,55,76.0,64.0,ODI,1
England,New Zealand,Bengaluru,Batting,Cloudy,2,1,183.0,179.0,4,9,35,45,73.0,63.0,T20,0
India,Australia,Kolkata,Batting,Cloudy,1,0,162.0,164.0,6,9,32,59,45.0,46.0,ODI,0
England,South Africa,Johannesburg,Bowling,Cloudy,1,0,142.0,143.0,7,8,62,67,28.0,71.0,ODI,0
Pakistan,Bangladesh,Johannesburg,Bowling,Cloudy,1,0,182.0,176.0,7,8,34,34,39.0,38.0,T20,1
Bangladesh,Australia,Melbourne,Batting,Cloudy,2,1,170.0,175.0,7,8,66,35,68.0,69.0,T20,1
West Indies,Pakistan,London,Balanced,Rainy,2,1,156.0,178.0,7,9,86,54,41.0,72.0,ODI,0
New Zealand,Sri Lanka,Melbourne,Bowling,Humid,2,1,161.0,154.0,9,6,40,42,80.0,37.0,ODI,1
West Indies,South Africa,Sydney,Batting,Rainy,1,1,186.0,191.0,8,5,62,49,48.0,22.0,T20,1
England,Sri Lanka,Johannesburg,Balanced,Cloudy,2,0,181.0,145.0,9,4,38,87,85.0,66.0,ODI,1
New Zealand,Sri Lanka,Johannesburg,Batting,Rainy,1,0,186.0,169.0,6,6,50,44,65.0,95.0,T20,1
Australia,Sri Lanka,Mumbai,Batting,Humid,1,1,158.0,160.0,7,9,38,70,34.0,49.0,ODI,0
Afghanistan,Sri Lanka,Melbourne,Batting,Clear,2,0,191.0,179.0,4,4,50,67,33.0,68.0,T20,0
West Indies,Afghanistan,Sydney,Batting,Clear,1,0,198.0,180.0,6,8,73,67,65.0,73.0,T20,1
Australia,India,Delhi,Batting,Cloudy,2,0,183.0,143.0,7,5,79,58,85.0,68.0,ODI,1
New Zealand,India,London,Batting,Humid,1,0,170.0,166.0,9,4,66,67,63.0,81.0,T20,1
India,Afghanistan,Melbourne,Bowling,Humid,1,0,148.0,160.0,4,7,89,86,37.0,22.0,ODI,0
Afghanistan,New Zealand,London,Batting,Clear,1,1,189.0,188.0,5,7,60,88,76.0,39.0,T20,0
Pakistan,South Africa,Melbourne,Bowling,Clear,1,0,149.0,158.0,8,4,54,43,78.0,51.0,ODI,1
Sri Lanka,India,Sydney,Balanced,Clear,2,1,174.0,195.0,9,7,76,31,35.0,39.0,T20,1
South Africa,Bangladesh,Melbourne,Batting,Cloudy,1,1,149.0,140.0,8,5,71,83,44.0,33.0,ODI,1
Afghanistan,Australia,Chennai,Bowling,Clear,2,1,179.0,194.0,5,4,84,39,64.0,75.0,T20,1
South Africa,England,Chennai,Batting,Cloudy,2,0,143.0,178.0,9,9,73,45,71.0,55.0,ODI,0
New Zealand,Australia,Johannesburg,Bowling,Humid,2,1,164.0,152.0,9,6,64,52,37.0,20.0,ODI,1
Pakistan,England,Johannesburg,Bowling,Humid,1,0,164.0,144.0,6,6,43,59,36.0,24.0,ODI,1
Australia,New Zealand,London,Batting,Clear,2,0,163.0,189.0,7,8,50,48,77.0,48.0,T20,0
Bangladesh,Afghanistan,Delhi,Balanced,Rainy,2,0,141.0,160.0,4,6,75,74,20.0,87.0,ODI,0
Afghanistan,South Africa,Sydney,Bowling,Rainy,1,1,182.0,199.0,8,5,49,55,21.0,34.0,T20,0
South Africa,India,Mumbai,Bowling,Cloudy,1,1,149.0,182.0,8,4,64,86,78.0,22.0,ODI,0
Afghanistan,Sri Lanka,Kolkata,Balanced,Cloudy,1,0,190.0,190.0,5,8,78,81,26.0,75.0,T20,0
Pakistan,Afghanistan,Mumbai,Batting,Clear,2,1,166.0,156.0,5,4,79,31,59.0,53.0,ODI,1
Pakistan,England,Johannesburg,Bowling,Clear,2,1,189.0,144.0,7,8,77,76,93.0,33.0,ODI,1
England,Pakistan,Kolkata,Batting,Clear,2,1,174.0,192.0,5,7,82,60,20.0,67.0,T20,0
India,South Africa,Bengaluru,Bowling,Rainy,1,1,191.0,181.0,6,5,44,59,28.0,22.0,T20,1
Afghanistan,India,Dubai,Balanced,Clear,2,1,151.0,187.0,7,8,37,78,48.0,91.0,ODI,0
Australia,Afghanistan,London,Balanced,Rainy,1,1,196.0,163.0,4,9,41,70,64.0,25.0,T20,1
England,South Africa,Sydney,Batting,Cloudy,1,0,143.0,193.0,9,9,43,48,34.0,50.0,ODI,0
India,Australia,Bengaluru,Balanced,Humid,1,1,170.0,181.0,9,6,77,89,24.0,82.0,T20,0
England,South Africa,Sydney,Batting,Cloudy,1,1,149.0,141.0,9,9,70,82,83.0,47.0,ODI,1
Afghanistan,West Indies,Melbourne,Batting,Humid,2,1,181.0,145.0,9,6,45,32,27.0,33.0,ODI,1
New Zealand,Australia,Dubai,Balanced,Humid,2,1,170.0,189.0,6,6,83,68,71.0,47.0,T20,1
England,Afghanistan,London,Balanced,Clear,1,1,172.0,189.0,7,6,38,46,73.0,97.0,T20,0
Australia,Afghanistan,Bengaluru,Bowling,Rainy,1,1,152.0,175.0,7,6,88,55,65.0,79.0,ODI,1
Sri Lanka,Pakistan,Delhi,Bowling,Clear,2,0,168.0,140.0,8,4,59,47,54.0,65.0,ODI,1
England,India,Delhi,Bowling,Humid,1,1,144.0,157.0,9,5,78,36,97.0,32.0,ODI,1
New Zealand,West Indies,Dubai,Bowling,Clear,1,0,175.0,185.0,9,7,48,39,97.0,75.0,T20,1
West Indies,Sri Lanka,Chennai,Balanced,Humid,2,0,157.0,141.0,4,9,67,73,62.0,55.0,ODI,1
Bangladesh,West Indies,Chennai,Bowling,Rainy,1,1,155.0,160.0,9,4,58,59,80.0,56.0,ODI,1
South Africa,Bangladesh,London,Balanced,Rainy,1,0,189.0,141.0,6,8,50,56,97.0,43.0,ODI,1
Afghanistan,Australia,Bengaluru,Balanced,Rainy,1,1,158.0,188.0,9,9,89,88,23.0,40.0,T20,0
England,Afghanistan,Mumbai,Balanced,Clear,1,1,196.0,193.0,8,9,45,52,46.0,58.0,T20,1
Afghanistan,Pakistan,Dubai,Balanced,Humid,2,1,169.0,144.0,5,5,71,72,29.0,58.0,ODI,1
West Indies,England,Kolkata,Bowling,Humid,1,0,179.0,163.0,6,7,41,73,27.0,93.0,T20,0
Australia,England,London,Batting,Cloudy,1,0,143.0,157.0,9,6,40,35,85.0,25.0,ODI,1
India,England,Melbourne,Bowling,Rainy,2,1,168.0,183.0,7,4,50,70,89.0,22.0,T20,0
South Africa,Pakistan,Melbourne,Batting,Cloudy,2,0,167.0,179.0,9,7,78,67,95.0,95.0,T20,0
Pakistan,England,Melbourne,Batting,Rainy,2,1,194.0,158.0,4,8,52,33,20.0,58.0,T20,1
Australia,Bangladesh,London,Batting,Cloudy,1,1,145.0,149.0,9,8,53,81,52.0,89.0,ODI,0
Afghanistan,Sri Lanka,Dubai,Batting,Humid,2,0,199.0,141.0,8,4,46,75,66.0,84.0,ODI,1
Australia,Afghanistan,Sydney,Balanced,Clear,2,0,197.0,158.0,6,8,71,37,64.0,95.0,T20,1
Australia,New Zealand,Chennai,Balanced,Cloudy,2,0,154.0,169.0,9,8,50,57,45.0,33.0,ODI,0
Sri Lanka,India,London,Bowling,Rainy,1,0,163.0,158.0,7,8,85,58,73.0,80.0,ODI,1
West Indies,Sri Lanka,Delhi,Bowling,Clear,1,0,193.0,191.0,4,4,85,35,20.0,76.0,T20,1
Pakistan,England,Mumbai,Balanced,Rainy,2,0,180.0,187.0,9,8,56,30,96.0,97.0,T20,1
Bangladesh,India,Delhi,Batting,Humid,1,1,144.0,151.0,5,5,68,30,30.0,43.0,ODI,1
Sri Lanka,West Indies,Kolkata,Bowling,Clear,1,1,156.0,140.0,8,9,53,80,60.0,62.0,ODI,1
New Zealand,Australia,Chennai,Balanced,Humid,1,1,190.0,187.0,5,7,85,59,26.0,47.0,T20,1
South Africa,West Indies,Melbourne,Balanced,Clear,1,1,191.0,143.0,9,8,61,56,82.0,62.0,ODI,1
Afghanistan,India,Mumbai,Batting,Clear,1,1,199.0,169.0,6,5,35,41,54.0,54.0,T20,1
Sri Lanka,England,Sydney,Balanced,Rainy,1,1,149.0,173.0,7,4,49,45,44.0,36.0,ODI,0
South Africa,Pakistan,Kolkata,Balanced,Clear,1,1,172.0,169.0,9,6,41,87,20.0,83.0,ODI,0
West Indies,Australia,Melbourne,Balanced,Rainy,2,0,191.0,180.0,4,9,45,73,31.0,28.0,T20,0
Sri Lanka,Bangladesh,Johannesburg,Batting,Rainy,1,0,171.0,173.0,8,4,73,87,40.0,29.0,T20,0
Afghanistan,Pakistan,Kolkata,Balanced,Rainy,1,0,152.0,181.0,4,8,35,53,92.0,99.0,ODI,0
Australia,England,Johannesburg,Balanced,Clear,2,0,173.0,164.0,6,5,57,79,76.0,76.0,ODI,0
New Zealand,Australia,Dubai,Balanced,Rainy,1,1,196.0,157.0,6,7,51,49,36.0,71.0,T20,1
Pakistan,Australia,Sydney,Balanced,Cloudy,2,0,190.0,170.0,7,6,69,71,58.0,85.0,T20,1
New Zealand,West Indies,London,Balanced,Cloudy,1,1,175.0,140.0,8,9,74,48,58.0,40.0,ODI,1
India,England,Bengaluru,Bowling,Humid,2,1,149.0,151.0,4,7,44,31,38.0,72.0,ODI,0
India,Bangladesh,Johannesburg,Batting,Rainy,2,1,184.0,195.0,4,7,44,36,89.0,55.0,T20,1
South Africa,West Indies,London,Batting,Clear,2,0,191.0,157.0,9,8,33,41,76.0,91.0,T20,1
Australia,Afghanistan,Delhi,Bowling,Humid,1,1,167.0,163.0,4,9,49,55,62.0,85.0,ODI,1
South Africa,Sri Lanka,Johannesburg,Batting,Rainy,1,0,164.0,156.0,8,7,64,45,31.0,45.0,ODI,1
Afghanistan,India,Sydney,Bowling,Cloudy,1,0,170.0,180.0,4,8,35,64,78.0,73.0,T20,0
Sri Lanka,South Africa,Chennai,Batting,Rainy,1,0,141.0,197.0,4,8,45,38,53.0,33.0,ODI,0
South Africa,England,Sydney,Balanced,Cloudy,1,1,195.0,148.0,9,5,41,49,66.0,72.0,T20,1
India,Sri Lanka,Sydney,Balanced,Cloudy,1,1,177.0,197.0,8,6,60,81,93.0,69.0,T20,0
South Africa,New Zealand,Chennai,Batting,Clear,1,0,170.0,166.0,4,4,57,40,53.0,54.0,ODI,1
Sri Lanka,Bangladesh,Bengaluru,Balanced,Clear,2,0,182.0,166.0,6,4,71,60,48.0,69.0,T20,1
India,Pakistan,Dubai,Bowling,Cloudy,1,1,195.0,155.0,5,5,86,66,29.0,69.0,T20,1
South Africa,Sri Lanka,Dubai,Batting,Humid,2,1,171.0,184.0,9,9,69,73,73.0,97.0,T20,0
England,Australia,London,Batting,Rainy,1,1,149.0,185.0,8,5,86,49,43.0,96.0,ODI,0
New Zealand,England,Dubai,Batting,Clear,1,0,184.0,158.0,7,9,50,64,87.0,48.0,T20,1
Australia,India,Johannesburg,Batting,Clear,2,0,159.0,171.0,7,5,59,89,26.0,20.0,ODI,0
Afghanistan,New Zealand,Chennai,Bowling,Humid,2,0,191.0,167.0,9,8,61,87,20.0,95.0,T20,1
India,Pakistan,Delhi,Balanced,Clear,1,1,198.0,187.0,9,5,46,56,78.0,39.0,T20,1
West Indies,England,Delhi,Balanced,Rainy,2,1,198.0,157.0,7,8,44,57,38.0,26.0,T20,1
England,Afghanistan,Delhi,Batting,Cloudy,1,1,150.0,148.0,5,7,88,57,33.0,26.0,ODI,1
South Africa,Australia,Johannesburg,Bowling,Humid,2,0,184.0,151.0,8,4,74,41,51.0,28.0,ODI,1
India,Sri Lanka,Bengaluru,Bowling,Cloudy,2,1,149.0,198.0,9,6,67,86,20.0,22.0,T20,0
West Indies,Sri Lanka,Mumbai,Bowling,Clear,1,0,171.0,184.0,9,8,56,43,20.0,83.0,T20,0
Afghanistan,India,Kolkata,Batting,Rainy,2,0,149.0,171.0,7,6,63,64,50.0,85.0,ODI,0
Australia,South Africa,London,Bowling,Clear,1,0,182.0,151.0,6,6,70,38,77.0,96.0,ODI,1
Bangladesh,Afghanistan,Chennai,Batting,Clear,2,0,141.0,170.0,9,6,59,41,39.0,27.0,ODI,0
Bangladesh,South Africa,Delhi,Batting,Cloudy,1,1,140.0,152.0,9,4,89,30,75.0,93.0,ODI,1
England,New Zealand,Mumbai,Batting,Rainy,2,1,166.0,163.0,6,8,83,54,23.0,21.0,ODI,1
New Zealand,West Indies,Johannesburg,Bowling,Rainy,1,0,156.0,144.0,6,9,32,77,99.0,41.0,ODI,0
Sri Lanka,Australia,Sydney,Balanced,Humid,1,1,170.0,167.0,8,7,82,65,59.0,82.0,ODI,1
Afghanistan,West Indies,Bengaluru,Batting,Cloudy,1,1,178.0,179.0,6,9,83,48,97.0,37.0,T20,1
Sri Lanka,New Zealand,Delhi,Bowling,Rainy,1,1,149.0,151.0,4,6,48,41,20.0,43.0,ODI,1
England,Bangladesh,Johannesburg,Batting,Clear,2,1,161.0,193.0,7,4,45,60,20.0,40.0,T20,0
New Zealand,West Indies,Delhi,Balanced,Clear,1,0,195.0,155.0,4,6,82,55,51.0,26.0,T20,1
Bangladesh,Australia,Dubai,Balanced,Clear,2,1,191.0,146.0,7,7,75,38,45.0,56.0,ODI,1
South Africa,Pakistan,Mumbai,Batting,Clear,1,0,167.0,142.0,4,7,40,81,94.0,59.0,ODI,1
Sri Lanka,Afghanistan,Mumbai,Bowling,Humid,2,1,168.0,178.0,9,5,38,40,60.0,51.0,T20,0
Bangladesh,New Zealand,Sydney,Batting,Clear,2,0,186.0,172.0,7,8,74,45,70.0,95.0,T20,1
Bangladesh,England,London,Bowling,Rainy,1,1,160.0,165.0,6,6,66,43,95.0,63.0,ODI,1
West Indies,Pakistan,Sydney,Bowling,Clear,1,0,180.0,169.0,6,5,77,64,20.0,60.0,T20,1
New Zealand,Sri Lanka,Mumbai,Balanced,Rainy,2,1,167.0,160.0,7,9,50,73,96.0,21.0,ODI,1
Australia,West Indies,Kolkata,Bowling,Cloudy,2,1,170.0,154.0,4,4,35,87,94.0,42.0,T20,1
Pakistan,Bangladesh,Kolkata,Bowling,Cloudy,2,1,141.0,187.0,5,6,87,48,96.0,83.0,ODI,0
England,Pakistan,London,Bowling,Rainy,2,1,167.0,180.0,6,6,51,64,40.0,51.0,T20,0
Pakistan,New Zealand,Bengaluru,Bowling,Humid,1,1,162.0,160.0,6,9,46,55,98.0,50.0,ODI,1
Bangladesh,India,Johannesburg,Balanced,Rainy,1,1,170.0,157.0,8,5,85,39,20.0,58.0,T20,1
India,Bangladesh,Bengaluru,Batting,Humid,2,0,170.0,195.0,6,7,35,39,30.0,54.0,T20,0
Bangladesh,West Indies,Kolkata,Bowling,Humid,1,0,199.0,180.0,8,5,50,57,28.0,78.0,T20,0
West Indies,Sri Lanka,Johannesburg,Batting,Cloudy,1,1,147.0,146.0,5,6,74,76,95.0,22.0,ODI,1
India,New Zealand,London,Batting,Humid,2,1,170.0,146.0,7,7,87,57,40.0,29.0,ODI,1
Bangladesh,South Africa,Mumbai,Balanced,Cloudy,2,1,171.0,181.0,4,9,89,64,26.0,25.0,T20,1
India,West Indies,Bengaluru,Batting,Clear,1,1,173.0,188.0,5,9,34,48,40.0,25.0,T20,0
Australia,South Africa,Chennai,Bowling,Rainy,1,0,182.0,182.0,5,8,34,56,43.0,26.0,T20,0
Sri Lanka,Afghanistan,Kolkata,Balanced,Cloudy,2,0,195.0,151.0,8,4,77,67,59.0,22.0,T20,1
New Zealand,Bangladesh,Delhi,Bowling,Clear,1,1,188.0,169.0,9,5,45,87,80.0,96.0,ODI,1
England,Australia,Johannesburg,Balanced,Rainy,1,1,151.0,169.0,5,4,33,58,46.0,80.0,T20,0
West Indies,Australia,London,Bowling,Clear,2,0,176.0,181.0,9,7,81,43,89.0,22.0,T20,1
South Africa,Pakistan,Kolkata,Batting,Clear,1,1,195.0,144.0,7,7,66,67,20.0,60.0,ODI,1
Pakistan,Sri Lanka,Melbourne,Batting,Humid,2,1,176.0,161.0,5,5,79,35,29.0,99.0,ODI,1
England,West Indies,London,Batting,Cloudy,1,1,194.0,197.0,6,9,34,84,87.0,35.0,T20,0
Australia,England,Johannesburg,Bowling,Cloudy,2,1,152.0,171.0,9,9,35,66,32.0,54.0,ODI,0
Australia,Pakistan,Dubai,Bowling,Rainy,2,1,176.0,162.0,7,8,51,47,66.0,46.0,ODI,1
England,Bangladesh,Dubai,Balanced,Rainy,1,1,166.0,190.0,9,6,30,51,24.0,30.0,T20,0
India,England,Kolkata,Bowling,Humid,1,0,166.0,161.0,4,5,80,35,29.0,74.0,ODI,1
South Africa,Bangladesh,Mumbai,Bowling,Rainy,1,0,181.0,186.0,4,8,51,69,20.0,85.0,T20,0
India,Afghanistan,Melbourne,Balanced,Rainy,2,0,184.0,149.0,4,6,63,69,93.0,95.0,ODI,1
West Indies,Pakistan,Johannesburg,Bowling,Humid,1,0,199.0,186.0,8,9,47,87,81.0,78.0,T20,0
Pakistan,Sri Lanka,Sydney,Batting,Humid,1,1,150.0,186.0,9,7,89,45,57.0,52.0,ODI,1
Bangladesh,India,Bengaluru,Balanced,Humid,1,0,159.0,160.0,7,5,66,42,23.0,31.0,ODI,1
Pakistan,England,Melbourne,Bowling,Clear,2,0,170.0,145.0,6,8,60,38,75.0,46.0,T20,1
New Zealand,Afghanistan,Dubai,Batting,Rainy,1,0,189.0,154.0,4,4,80,53,70.0,23.0,T20,1
New Zealand,West Indies,London,Bowling,Rainy,2,1,182.0,157.0,6,7,65,80,48.0,24.0,ODI,1
Bangladesh,Australia,Bengaluru,Bowling,Humid,2,1,160.0,144.0,9,8,34,64,92.0,64.0,ODI,1
